loop,domain,checks,status,detail
916,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
917,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
918,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
919,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
920,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
921,d1_sql_surface,40,PASS,crypto.py: SQL-Oberfläche sauber
922,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
923,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
924,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
925,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
926,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
927,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
928,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
929,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
930,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
931,d1_sql_surface,40,PASS,data_location.py: SQL-Oberfläche sauber
932,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
933,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
934,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
935,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
936,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
937,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
938,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
939,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
940,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
941,d1_sql_surface,40,PASS,database.py: SQL-Oberfläche sauber
942,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
943,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
944,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
945,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
946,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
947,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
948,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
949,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
950,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
951,d1_sql_surface,40,PASS,database_management_model.py: SQL-Oberfläche sauber
952,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
953,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
954,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
955,d5_due_clamp,10,PASS,2024 (leap=True): Ultimo-Klemmung + Semantik ok
956,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
957,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
958,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
959,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
960,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
961,d1_sql_surface,40,PASS,date_ranges.py: SQL-Oberfläche sauber
962,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
963,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
964,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
965,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
966,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
967,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
968,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
969,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
970,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
971,d1_sql_surface,40,PASS,default_categories.py: SQL-Oberfläche sauber
972,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
973,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
974,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
975,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
976,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
977,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
978,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
979,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
980,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
981,d1_sql_surface,40,PASS,diagnostics.py: SQL-Oberfläche sauber
982,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
983,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
984,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
985,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
986,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
987,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
988,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
989,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
990,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
991,d1_sql_surface,40,PASS,favorites_model.py: SQL-Oberfläche sauber
992,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
993,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
994,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
995,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
996,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
997,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
998,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
999,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
1000,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
